RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3
NC_021818,Salmonella enterica subsp. enterica Serovar Cubana str. CFSAN002050,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(148942.0, 149319.0)",,,
NC_021820,Salmonella enterica subsp. enterica serovar Typhimurium str. 08-1736,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(314448.0, 314825.0)",,,
NC_021821,Kuk str. FDA_R31 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(454564.0, 455740.0)",,,
NC_021822,K33 str. CDC_K4557 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(1674196.0, 1675372.0)",,,
NC_021831,Mycoplasma hyopneumoniae 7422,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1599.0, 1742.0)",,,
NC_021833,Spiroplasma diminutum CUAS-1,"Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(945023.0, 945296.0)",,,
NC_021834,Campylobacter jejuni 32488,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(839888.0, 840046.0)",,,
NC_021844,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(17098.0, 17475.0)",,,
NC_021846,Spiroplasma taiwanense CT-1,"Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1074849.0, 1075140.0)",,,
NC_021847,Kuk str. FDA_R31 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(367399.0, 367826.0)",,,
NC_021848,K33 str. CDC_K4557 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2915206.0, 2915633.0)",,,
NC_021870,Salmonella bongori N268-08,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3927084.0, 3927461.0)",,,
NC_021878,Arcobacter butzleri 7h1h,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter","(2253005.0, 2253233.0)",,,
NC_021879,Anaplasma phagocytophilum str. HZ2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, phagocytophilum group","(20557.0, 20941.0)",,,
NC_021880,Anaplasma phagocytophilum str. JM,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, phagocytophilum group","(20557.0, 20941.0)",,,
NC_021881,Anaplasma phagocytophilum str. Dog2 genome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, phagocytophilum group","(20557.0, 20941.0)",,,
NC_021883,Mannheimia haemolytica USMARC_2286,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Mannheimia","(2657947.0, 432.0)",,,
NC_021884,Burkholderia pseudomallei MSHR305 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(2300400.0, 2301137.0)",,,
NC_021887,Chlamydia trachomatis RC-L2(s)/46,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716276.0, 716572.0)",,,
NC_021888,Chlamydia trachomatis RC-F(s)/852,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(723537.0, 723833.0)",,,
NC_021889,Chlamydia trachomatis RC-J/953,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716304.0, 716600.0)",,,
NC_021890,Chlamydia trachomatis RC-F(s)/342,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(723497.0, 723793.0)",,,
NC_021891,Chlamydia trachomatis RC-J(s)/122,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(723622.0, 723918.0)",,,
NC_021892,Chlamydia trachomatis J/6276tet1,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720623.0, 720919.0)",,,
NC_021893,Chlamydia trachomatis RC-L2/55,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716329.0, 716625.0)",,,
NC_021895,Chlamydia trachomatis RC-F/69,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(723585.0, 723881.0)",,,
NC_021896,Chlamydia trachomatis RC-J/943,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716315.0, 716611.0)",,,
NC_021897,Chlamydia trachomatis RC-L2(s)/3,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(723589.0, 723885.0)",,,
NC_021898,Chlamydia trachomatis RC-J/966,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(716316.0, 716612.0)",,,
NC_021899,Chlamydia trachomatis RC-J/971,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(715910.0, 716206.0)",,,
NC_021902,Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(4915231.0, 2.0)",,,
NC_021905,Rhizobium etli bv. mimosae str. Mim1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium","(1.0, 472.0)",,,
NC_021916,Candidatus Sulcia muelleri str. Sulcia-ALF,"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Candidatus Sulcia","(15222.0, 15646.0)",,,
NC_021917,Cycloclasticus zancles 7-ME,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Cycloclasticus","(1327.0, 1498.0)",,,
NC_021984,Salmonella enterica subsp. enterica serovar Pullorum str. S06004,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3775066.0, 3775443.0)",,,
NC_021985,Streptomyces collinus Tu 365,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptomycineae, Streptomycetaceae, Streptomyces","(4409139.0, 4410163.0)",,,
NC_021991,Acetobacter pasteurianus 386B,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter","(1559220.0, 1559588.0)",,,
NC_022000,Proteus mirabilis BB2000,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Proteus","(3435947.0, 3436668.0)",,,
NC_022040,Corynebacterium glutamicum MB001,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(3078406.0, 3079253.0)",,,
NC_022041,Paracoccus aminophilus JCM 7686,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus","(3613475.0, 170.0)",,,
NC_022048,Borrelia burgdorferi CA382,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia, Borrelia burgdorferi group","(458046.0, 458285.0)",,,
NC_022075,Bacillus amyloliquefaciens subsp. plantarum UCMB5033,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(1753.0, 1936.0)",,,
NC_022079,Borrelia miyamotoi LB-2001,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia","(456029.0, 456297.0)",,,
NC_022082,Klebsiella pneumoniae JM45,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella","(5273778.0, 345.0)",,,
NC_022106,Chlamydia trachomatis strain F/2-93 genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720110.0, 720406.0)",,,
NC_022107,Chlamydia trachomatis F/11-96,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720269.0, 720565.0)",,,
NC_022108,Chlamydia trachomatis strain E/12-94 genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720404.0, 720703.0)",,,
NC_022109,Chlamydia trachomatis strain D/14-96 genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(719050.0, 719346.0)",,,
NC_022110,Chlamydia trachomatis strain J/27-97 genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720180.0, 720476.0)",,,
NC_022115,Rhodococcus erythropolis CCM2595,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Nocardiaceae, Rhodococcus","(6281186.0, 767.0)",,,
NC_022116,Amycolatopsis mediterranei RB,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Pseudonocardiaceae, Amycolatopsis","(1645.0, 2523.0)",,,
NC_022117,Chlamydia trachomatis strain F/1-93,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720021.0, 720317.0)",,,
NC_022118,Chlamydia trachomatis strain F/6-94,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720178.0, 720474.0)",,,
NC_022119,Chlamydia trachomatis strain D/13-96,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720176.0, 720472.0)",,,
NC_022120,Chlamydia trachomatis strain Ia20-97 genome,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720623.0, 720919.0)",,,
NC_022121,Chlamydia trachomatis strain J/31-98,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720647.0, 720943.0)",,,
NC_022124,Prevotella sp. oral taxon 299 str. F0039,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella","(709311.0, 709509.0)",,,
NC_022132,Campylobacter coli 76339,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(339634.0, 339797.0)",,,
NC_022221,Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. CDC1983-67,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3722773.0, 3723168.0)",,,
NC_022223,Listonella anguillarum M3 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(219327.0, 219482.0)",,,
NC_022224,Listonella anguillarum M3 chromosome 2,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(534085.0, 535307.0)",,,
NC_022234,Variovorax paradoxus B4 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Variovorax","(1157830.0, 1158357.0)",,,
NC_022241,Salmonella enterica subsp. enterica serovar Bovismorbificans str. 3114 complete genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3941905.0, 3942282.0)",,,
NC_022247,Variovorax paradoxus B4 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Variovorax","(5795075.0, 100.0)",,,
NC_022268,Serratia sp. ATCC 39006 genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia","(539678.0, 540053.0)",,,
NC_022269,Vibrio campbellii ATCC BAA-1116 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2307211.0, 2307679.0)",,,
NC_022270,Vibrio campbellii ATCC BAA-1116 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2152830.0, 2153619.0)",,,
NC_022347,Campylobacter coli CVM N29710,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1487.0)",,,
NC_022349,Vibrio alginolyticus NBRC 15630 = ATCC 17749 chromosome 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2359344.0, 2359822.0)",,,
NC_022351,Campylobacter jejuni subsp. jejuni 00-2538 genome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,
NC_022352,Campylobacter jejuni subsp. jejuni 00-2426 genome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,
NC_022353,Campylobacter jejuni subsp. jejuni 00-2544 genome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,
NC_022356,Haemophilus influenzae KR494,"Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus","(260149.0, 260989.0)",,,
NC_022359,Vibrio alginolyticus NBRC 15630 = ATCC 17749 chromosome 2,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(428994.0, 430231.0)",,,
NC_022360,Pseudomonas aeruginosa c7447m genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6262163.0, 482.0)",,,
NC_022361,Pseudomonas aeruginosa PAO581 genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6043932.0, 482.0)",,,
NC_022362,Campylobacter jejuni subsp. jejuni 00-2425,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,
NC_022364,Escherichia coli LY180,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4069825.0, 4070202.0)",,,
NC_022369,Lactococcus lactis subsp. cremoris KW2,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus","(1366.0, 1521.0)",,,
NC_022370,Escherichia coli PMV-1 main chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4188225.0, 4188602.0)",,,
NC_022439,Chlamydia pecorum PV3056/3,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(1104407.0, 147.0)",,,
NC_022440,Chlamydia pecorum W73,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(1106389.0, 147.0)",,,
NC_022441,Chlamydia pecorum P787,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(1106263.0, 147.0)",,,
NC_022444,Desulfovibrio gigas DSM 1382 = ATCC 19364 genome,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(3611064.0, 3611504.0)",,,
NC_022513,Ralstonia pickettii DTP0602 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(4498429.0, 92.0)",,,
NC_022514,Ralstonia pickettii DTP0602 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(2887992.0, 102.0)",,,
NC_022515,Ralstonia pickettii DTP0602 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(735896.0, 100.0)",,,
NC_022525,Salmonella enterica subsp. enterica serovar Thompson str. RM6836,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(3937020.0, 3937397.0)",,,
NC_022528,Vibrio nigripulchritudo str. SFn1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(4089248.0, 4089729.0)",,,
NC_022529,Campylobacter jejuni 4031 genome sequence,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1482.0)",,,
NC_022535,Rhizobium sp. IRBG74 circular chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium","(2844358.0, 201.0)",,,
NC_022537,Chlamydia trachomatis E/C599 high quality draft genome sequence,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720623.0, 720919.0)",,,
NC_022538,complete chromosome Acholeplasma palmae,"Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1554160.0, 291.0)",,,
NC_022543,Vibrio nigripulchritudo str. SFn1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2013.0, 3454.0)",,,
NC_022544,Salmonella enterica subsp. enterica serovar Typhimurium str. DT2 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(4042360.0, 4042737.0)",,,
NC_022545,Rhizobium sp. IRBG74 linear chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium","(1003516.0, 1003965.0)",,,
NC_022546,Plautia stali symbiont DNA,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae","(2347223.0, 2347729.0)",,,
NC_022548,Chlamydia trachomatis F/SWFPminus high quality draft genome sequence,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia","(720753.0, 721049.0)",,,
NC_022549,complete chromosome Acholeplasma brassicae,"Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1877514.0, 75.0)",,,
NC_022550,Blattabacterium sp. (Nauphoeta cinerea),"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium","(526787.0, 527266.0)",,,
NC_022566,Klebsiella pneumoniae CG43,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella","(4403321.0, 4403701.0)",,,
NC_022569,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Salmonella","(4160096.0, 4160473.0)",,,
NC_022579,Desulfovibrio hydrothermalis str. sp nov AM13 chromosome,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(1623402.0, 1624426.0)",,,
NC_022583,Mesoplasma florum W37,"Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Mesoplasma","(825525.0, 825824.0)",,,
NC_022591,Pseudomonas aeruginosa PAO1-VE2 genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6265442.0, 482.0)",,,
NC_022593,Lactococcus lactis subsp. lactis KLDS 4.0325,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus","(1369.0, 1524.0)",,,
NC_022594,Pseudomonas aeruginosa PAO1-VE13 genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6265442.0, 482.0)",,,
NC_022600,Gloeobacter sp. JS,"Bacteria, Cyanobacteria, Gloeobacteria, Gloeobacterales, Gloeobacter","(1291801.0, 1292241.0)",,,
NC_022648,Escherichia coli JJ1886,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Escherichia","(4264128.0, 4264505.0)",,,
NC_022653,Bacillus amyloliquefaciens CC178,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(3916331.0, 411.0)",,,
NC_022657,Actinoplanes friuliensis DSM 7358,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micromonosporineae, Micromonosporaceae, Actinoplanes","(1882.0, 4899.0)",,,
NC_022659,Burkholderia pseudomallei NCTC 13179 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(1675833.0, 1676570.0)",,,
NC_022660,Campylobacter coli 15-537360,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1324.0, 1487.0)",,,
NC_022664,Spiribacter sp. UAH-SP71,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Spiribacter","(1442.0, 1657.0)",,,
NC_022738,Pseudomonas sp. VLB120,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5643975.0, 5644569.0)",,,
NC_022759,Campylobacter fetus subsp. testudinum 03-427 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1775307.0, 1775480.0)",,,
NC_022760,Anaplasma marginale str. Dawn genome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma","(1148862.0, 1149263.0)",,,
NC_022780,Pediococcus pentosaceus SL4,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus","(1788658.0, 49.0)",,,
NC_022784,Anaplasma marginale str. Gypsy Plains genome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma","(1148826.0, 1149227.0)",,,
